stemid tag branch sp gx gy dbh status q100
142203.0 142203 0 PRUNPH 288.36 181.91 15.5 A 12
142204.0 142204 0 CLEYJA 286.06 183.43 23.1 A 12
142208.0 142208 0 DIOSMO 289.06 183.92 14.3 A 12
142209.0 142209 0 MACHTH 289.04 182.88 10 A 12
142225.0 142225 0 ELAEJA 280.21 194.84 63.3 A 12
142226.0 142226 0 SCHEOC 283.99 193.66 25.4 A 12
142229.0 142229 0 MACHTH 280.38 195.21 19.1 A 12
142231.0 142231 0 CINNMI 282.3 197.48 46.3 A 12
142232.0 142232 0 MELISQ 282.32 199.1 31.9 A 12
142243.0 142243 0 SYMPTH 288.5 198.99 9.9 A 12
142249.0 142249 0 DIOSMO 286.07 190.66 34.6 A 12
142250.0 142250 0 MELISQ 285.02 191.71 20 A 12
142259.0 142259 0 MELISQ 288.06 192.82 24.7 A 12
142264.0 142264 0 ELAEJA 290.46 190.25 34.7 A 12
142271.0 142271 0 MACHMU 291.46 194.66 27.9 A 12
142281.0 142281 0 LITSAC 295.49 196.37 20.4 A 12
142289.0 142289 0 LIMLUR 298.12 191.46 27.3 A 12
142300.0 142300 0 MACHMU 291.29 181.18 12.1 A 12
142305.0 142305 0 CASTCU 290.21 183.16 18.3 A 12
142306.0 142306 0 CASTCU 291.74 181.82 14.4 A 12
142310.0 142310 0 HELIFO 293.2 184.02 10.3 A 12
142327.0 142327 0 LIMLUR 290.85 189.26 12.7 A 12
142332.0 142332 0 MACHMU 294.6 188.28 12.1 A 12
142334.0 142334 0 MACHMU 293.19 186.4 17.4 A 12
142343.0 142343 0 CASTCU 295.6 180.31 26.7 A 12
142345.0 142345 0 SCHEOC 295.09 182.45 9.8 A 12
142352.0 142352 0 LITSAC 299.17 180.76 32.9 A 12
150023.0 150023 0 LIMLUR 302.24 9.3 10.8 A 16
150025.0 150025 0 DIOSMO 304 8.02 39.9 A 16
150051.0 150051 0 SYMPTH 305.65 1.49 16.9 A 16
150057.0 150057 0 MELISQ 309.18 0.76 12.3 A 16
150082.0 150082 0 LIMLUR 304 16.66 69.1 A 16
150086.0 150086 0 HELIFO 303.3 16.64 11 A 16
150098.0 150098 0 CINNSU 305.93 10.15 29.6 A 16
150103.0 150103 0 HELIFO 307.91 13.75 10.4 A 16
150106.0 150106 0 LIMLUR 310.38 11.08 32.8 A 16
150109.0 150109 0 DIOSMO 313.79 11.89 14.1 A 16
150111.0 150111 0 MACHMU 310.62 15.66 59.2 A 16
150113.0 150113 0 HELIFO 310.66 18.93 16.3 A 16
150118.0 150118 0 PYRESH 317.44 15.81 35.3 A 16
150125.0 150125 0 LIMLUR 315.24 14.06 27.7 A 16
150128.0 150128 0 LITSAC 317.61 10.91 9.7 A 16
150131.0 150131 0 MELISQ 312.57 3.48 19.8 A 16
150143.0 150143 0 PYRESH 313.43 9.77 19.5 A 16
150145.0 150145 0 CLEYJA 313.97 6.74 14.9 A 16
150156.0 150156 0 HELIFO 317.04 3.08 9.5 A 16
150160.0 150160 0 PYRESH 318.6 3.76 31.1 A 16
150166.0 150166 0 HELIFO 301.03 21.46 21 A 16
150179.0 150179 0 SYMPTH 302.99 29.64 14.8 A 16
150184.0 150184 0 MACHTH 306.06 25.64 20.8 A 16
150206.0 150206 0 SYMPGL 303.77 32.24 31.8 A 16
150209.0 150209 0 LIMLUR 302.99 31.26 62.5 A 16
150210.0 150210 0 PRUNPH 301.07 35.28 22.7 A 16
150215.0 150215 0 RANDCO 302.89 37.99 10.6 A 16
150225.0 150225 0 HELIFO 306.22 31.86 10.7 A 16
150229.0 150229 0 GLOCAC 308.44 34.54 30 A 16
150231.0 150231 0 GLOCAC 312.96 32.04 34.6 A 16
150235.0 150235 0 LIMLUR 318.84 38.49 87.3 A 16
150237.0 150237 0 ILEXRO 315.31 33.76 17.6 A 16
150240.0 150240 0 LITSAC 310.48 27.38 31.9 A 16
150241.0 150241 0 LITSAC 310.99 27.24 36.5 A 16
150243.0 150243 0 HELIFO 313.67 27.41 12.5 A 16
150245.0 150245 0 PASAHR 315.96 25.86 29.6 A 16
150254.0 150254 0 HELIFO 303.23 41.01 11 A 16
150260.0 150260 0 HELIFO 301.27 45.98 12.9 A 16
150265.0 150265 0 LAGESU 302.04 48.83 22.4 A 16
150269.0 150269 0 SCHEOC 309.13 49.47 12.8 A 16
150270.0 150270 0 RHUSSU 309.07 49.24 15.4 A 16
150275.0 150275 0 LIMLUR 308.39 41.28 12.2 A 16
150284.0 150284 0 HELIFO 300.38 50.61 16.5 A 16
150286.0 150286 0 GLOCAC 301.43 54.31 26.1 A 16
150288.0 150288 0 PRUNPH 302.66 54.64 14.2 A 16
150303.0 150303 0 LIMLUR 301.39 59.57 145.8 A 16
150307.0 150307 0 LITSAC 305.02 58.94 17.1 A 16
150317.0 150317 0 RHUSSU 314.38 55.55 21.2 A 16
150318.0 150318 0 RHUSSU 316.06 58.99 27.9 A 16
150320.0 150320 0 HELIFO 316.84 58.65 12.1 A 16
150324.0 150324 0 LITSAC 315.99 54.53 48.5 A 16
150328.0 150328 0 HELIFO 319.3 50.99 11.8 A 16
150330.0 150330 0 PASAHR 310.02 40.64 42.2 A 16
150345.0 150345 0 HELIFO 319.3 44.61 11.9 A 16
150348.0 150348 0 LIMLUR 318.56 40.22 38.1 A 16
150353.0 150353 0 CLEYJA 303.96 61.28 16.3 A 16
150361.0 150361 0 HELIFO 304.06 66.03 13.2 A 16
150374.0 150374 0 CINNAU 307.88 65.91 22.4 A 16
150375.0 150375 0 CYCLGI 306.4 61.73 22.2 A 16
150377.0 150377 0 MACHTH 309.07 63.99 46.3 A 16
150383.0 150383 0 PYRESH 302.68 71.08 24.8 A 16
150384.0 150384 0 PYRESH 301.95 73.06 18.7 A 16
150387.0 150387 0 MELISQ 301.78 75.66 11.1 A 16
150389.0 150389 0 CASTCU 302.35 76.05 29.3 A 16
150391.0 150391 0 CASTCU 300.97 78.01 34.8 A 16
150401.0 150401 0 MELISQ 303.86 79.54 22.5 A 16
150403.0 150403 0 LIMLUR 305.51 79.7 60.8 A 16
150407.0 150407 0 MELISQ 308.44 78.99 24.8 A 16
150408.0 150408 0 MELISQ 307.46 78.23 9.9 A 16
150415.0 150415 0 MACHMU 305.63 74.75 11.6 A 16
150416.0 150416 0 MELISQ 307.55 74.1 9.5 A 16
150423.0 150423 0 CASTCU 313.97 74.07 52.4 A 16
150424.0 150424 0 CASTCU 310.97 75.99 31.8 A 16
150427.0 150427 0 DIOSMO 311.95 76.35 23.5 A 16
150430.0 150430 0 LITSAC 310.04 78.96 26.6 A 16
150433.0 150433 0 MACHMU 315.56 79.6 20.5 A 16
150434.0 150434 0 ELAEJA 318.27 78.53 11.4 A 16
150443.0 150443 0 CYCLGI 319.67 68.69 25.7 A 16
150445.0 150445 0 ILEXFO 318.91 64.4 17.9 A 16
150446.0 150446 0 HELIFO 319.84 62.11 12.7 A 16
150449.0 150449 0 SCHEOC 300.62 82.65 13.3 A 16
150450.0 150450 0 MELISQ 300.95 82.52 12.4 A 16
150453.0 150453 0 MICHCO 302.94 82.69 24.1 A 16
150459.0 150459 0 GLOCAC 300.14 86.05 9.8 A 16
150478.0 150478 0 MELISQ 307.44 87.06 14.4 A 16
150480.0 150480 0 CASTCU 307.24 85.2 55.5 A 16
150489.0 150489 0 PRUNPH 305.35 84.66 12.2 A 16
150503.0 150503 0 ELAEJA 304.47 94.97 16.5 A 16
150504.0 150504 0 LIMLUR 303.93 94.74 40.8 A 16
150505.0 150505 0 PYRESH 300.62 95.55 11 A 16
150508.0 150508 0 DIOSMO 302.14 97.44 12.4 A 16
150510.0 150510 0 PYRESH 302.52 96.73 19 A 16
150518.0 150518 0 RHUSSU 301.8 99.48 9.8 A 16
150519.0 150519 0 CLEYJA 305.65 96.08 12.9 A 16
150520.0 150520 0 CASTCU 305.82 96.32 21.8 A 16
150521.0 150521 0 PYRESH 305.02 96.63 17.2 A 16
150524.0 150524 0 CLEYJA 306.09 98.66 11.2 A 16
150533.0 150533 0 MELISQ 305.41 90.64 17.9 A 16
150534.0 150534 0 ELAESY 308.27 91.11 34.1 A 16
150557.0 150557 0 LIMLUR 310.65 93.49 25.8 A 16
150559.0 150559 0 LITSAC 311.36 93.24 10.1 A 16
150563.0 150563 0 CASTCU 313.93 91.55 13.4 A 16
150566.0 150566 0 PYRESH 312.66 95.48 20.9 A 16
150573.0 150573 0 MACHTH 311.76 97.72 21.5 A 16
150584.0 150584 0 CLEYJA 314.44 96.46 19 A 16
150598.0 150598 0 CASTCU 315.8 98.28 18.8 A 16
150600.0 150600 0 CASTCU 315.95 99.75 25.4 A 16
150605.0 150605 0 PYRESH 319.03 98.15 9.9 A 16
150608.0 150608 0 PYRESH 318.86 96.64 13.2 A 16
150634.0 150634 0 LITSAC 318.6 91.55 40.4 A 16
150652.0 150652 0 LITSAC 311.77 83.65 18.9 A 16
150660.0 150660 0 MELISQ 311.09 85.54 26.9 A 16
150662.0 150662 0 SCHEOC 310.52 85.81 44.6 A 16
150663.0 150663 0 PYRESH 310.58 86.03 17.8 A 16
150674.0 150674 0 CLEYJA 316.16 85.27 13.9 A 16
150685.0 150685 0 SYMPTH 318.66 81.12 16.7 A 16
150704.0 150704 0 PYRESH 302.78 104.75 24 A 17
150706.0 150706 0 PYRESH 304.6 100.89 11.1 A 17
150707.0 150707 0 CINNSU 300.41 106.02 21.9 A 17
150709.0 150709 0 RHUSSU 301.37 109.77 25.7 A 17
150710.0 150710 0 PYRESH 302.38 109.87 14.4 A 17
150712.0 150712 0 LIMLUR 304.17 109.19 18.6 A 17
150714.0 150714 0 PYRESH 304.71 108.52 10.6 A 17
150718.0 150718 0 MELISQ 303.18 105.24 23.9 A 17
150719.0 150719 0 RANDCO 305.08 105.32 9.9 A 17
150722.0 150722 0 PYRESH 305.99 107.2 13.5 A 17
150726.0 150726 0 MYRSSE 308.44 109.68 14.9 A 17
150732.0 150732 0 PYRESH 308.94 105.59 10 A 17
150735.0 150735 0 ELAEJA 308.59 107.03 42.6 A 17
150739.0 150739 0 DIOSMO 305.97 104.06 10.2 A 17
150740.0 150740 0 MYRSSE 306.94 103.53 10.9 A 17
150742.0 150742 0 MELISQ 307.93 101.99 15.7 A 17
150743.0 150743 0 CASTCU 308.77 101.35 25.4 A 17
150744.0 150744 0 CLEYJA 308.76 102.53 21 A 17
150746.0 150746 0 LIMLUR 300.97 114.67 20.7 A 17
150747.0 150747 0 PYRESH 301.13 114.36 17.5 A 17
150750.0 150750 0 PYRESH 303.3 113.36 27.1 A 17
150751.0 150751 0 LIMLUR 303.11 113.05 14.9 A 17
150753.0 150753 0 PYRESH 302.82 111.91 10.4 A 17
150757.0 150757 0 MACHTH 300.93 117.98 17.8 A 17
150758.0 150758 0 LIMLUR 301.73 118.66 19.3 A 17
150760.0 150760 0 MELISQ 302.54 116.84 18.7 A 17
150762.0 150762 0 MELISQ 305.69 116.84 22.4 A 17
150767.0 150767 0 MELISQ 306.58 119.98 18.5 A 17
150773.0 150773 0 CLEYJA 308.39 116.81 18.8 A 17
150778.0 150778 0 ENGERO 307.59 116.2 10.1 A 17
150779.0 150779 0 GLOCAC 305.68 113.98 10.7 A 17
150783.0 150783 0 DIOSMO 306.35 113.93 22.8 A 17
150787.0 150787 0 PYRESH 308.92 112.11 17.9 A 17
150801.0 150801 0 DIOSMO 312.1 114.74 11.9 A 17
150802.0 150802 0 CASTCU 313.16 111.63 10.1 A 17
150811.0 150811 0 PYRESH 312.69 119.84 13.6 A 17
150813.0 150813 0 MACHTH 313.19 119.71 25.9 A 17
150825.0 150825 0 ENGERO 319.44 119.38 14.8 A 17
150828.0 150828 0 CLEYJA 315.41 112.1 14.6 A 17
150833.0 150833 0 MACHTH 318.25 112.04 15.1 A 17
150835.0 150835 0 MYRSSE 310.09 102.84 13 A 17
150859.0 150859 0 MELISQ 315.41 107.21 18.7 A 17
150862.0 150862 0 LITSAC 317.44 108.89 10.2 A 17
150863.0 150863 0 MACHMU 319.06 109.53 30.1 A 17
150864.0 150864 0 PYRESH 318.23 108.4 12.7 A 17
150865.0 150865 0 LITSAC 318.59 108.01 19.3 A 17
150867.0 150867 0 DIOSMO 318.16 105.25 12.5 A 17
150869.0 150869 0 DIOSMO 319.54 107.42 19.3 A 17
150885.0 150885 0 CLEYJA 318.98 100.95 21.3 A 17
150887.0 150887 0 MYRSSE 301.46 121.64 10.3 A 17
150894.0 150894 0 MELISQ 304.84 127.52 18.4 A 17
150895.0 150895 0 PYRESH 304.27 127.77 20.6 A 17
150897.0 150897 0 PYRESH 302 129.24 12.5 A 17
150901.0 150901 0 CASTCU 305.21 127.01 36.3 A 17
150905.0 150905 0 MACHTH 306.98 127.89 9.9 A 17
150911.0 150911 0 PYRESH 309.18 122.81 25.1 A 17
150913.0 150913 0 ELAEJA 303.57 134.19 13.5 A 17
150914.0 150914 0 MACHTH 304.1 134.13 20.2 A 17
150919.0 150919 0 MELISQ 301.77 138.56 19.2 A 17
150921.0 150921 0 ELAEJA 301.39 139.79 13 A 17
150926.0 150926 0 ELAEJA 302.99 136.08 35.3 A 17
150927.0 150927 0 CYCLGI 302.99 135.68 14.9 A 17
150929.0 150929 0 DIOSMO 302.62 135.65 13.3 A 17
150933.0 150933 0 ELAEJA 307.24 138.15 46.6 A 17
150940.0 150940 0 GLOCAC 306.31 133.15 11.2 A 17
150942.0 150942 0 CLEYJA 306.71 134.09 16.3 A 17
150943.0 150943 0 LITSAC 306.66 133.7 30.4 A 17
150968.0 150968 0 PRUNPH 314.72 139.37 12 A 17
150973.0 150973 0 CINNMI 316.2 136.05 16 A 17
150986.0 150986 0 GLOCAC 315.58 131.72 14.5 A 17
150993.0 150993 0 PYRESH 313.46 120.76 20 A 17
150998.0 150998 0 PRUNPH 310.61 121.49 9.8 A 17
151005.0 151005 0 LIMLUR 312.85 122.87 35.1 A 17
151007.0 151007 0 ELAEJA 312.72 123.41 13.1 A 17
151017.0 151017 0 LIMLUR 312.98 129.5 39 A 17
151018.0 151018 0 PYRESH 313.47 128.55 20.5 A 17
151023.0 151023 0 PRUNPH 317.64 126.29 11.6 A 17
151026.0 151026 0 SCHEOC 316.1 126.4 42.2 A 17
151037.0 151037 0 DIOSMO 318.67 128.63 11.6 A 17
151043.0 151043 0 LITSAC 318.63 121.29 26 A 17
151044.0 151044 0 MACHTH 318.54 123.66 17.1 A 17
151052.0 151052 0 PYRESH 301.56 141.16 11.2 A 17
151056.0 151056 0 MYRSSE 303.8 144.83 17.7 A 17
151058.0 151058 0 PYRESH 301.07 144.8 15.8 A 17
151059.0 151059 0 MELISQ 301.36 146.25 15.3 A 17
151068.0 151068 0 LITSAC 303.67 147.11 14.9 A 17
151069.0 151069 0 MYRSSE 302.2 149.87 10 A 17
151071.0 151071 0 LIMLUR 304.88 146.93 19.6 A 17
151072.0 151072 0 MACHTH 302.98 145.01 17.3 A 17
151077.0 151077 0 PYRESH 305.02 148.97 19.2 A 17
151084.0 151084 0 ELAESY 307.39 140.96 9.7 A 17
151089.0 151089 0 MELISQ 305.97 144.04 21.9 A 17
151093.0 151093 0 SYMPSO 307.59 143.08 21.4 A 17
151098.0 151098 0 MYRSSE 301.39 150.88 10 A 17
151099.0 151099 0 CINNSU 300.29 151.62 24.2 A 17
151104.0 151104 0 MELISQ 300.15 153.79 14.1 A 17
151114.0 151114 0 MACHTH 303.89 150.25 13.4 A 17
151120.0 151120 0 MELISQ 301.39 157.96 18.8 A 17
151123.0 151123 0 CASTCU 304.95 158.97 20 A 17
151126.0 151126 0 ELAEJA 304.75 157.68 36 A 17
151135.0 151135 0 MYRSSE 305.18 153.05 13.9 A 17
151139.0 151139 0 SYZYBU 307.37 152.84 11.3 A 17
151140.0 151140 0 MACHTH 307.32 150.95 9.8 A 17
151141.0 151141 0 DIOSMO 307.46 150.95 17.1 A 17
151151.0 151151 0 LITSAC 314.85 150.28 12.9 A 17
151152.0 151152 0 MELISQ 314.47 151.08 19.2 A 17
151153.0 151153 0 MELISQ 312.14 159.84 42.3 A 17
151175.0 151175 0 SYMPTH 318.81 155.32 20.3 A 17
151200.0 151200 0 ELAEJA 314.3 144.71 24.8 A 17
151205.0 151205 0 ELAEJA 313.52 141.56 27.9 A 17
151213.0 151213 0 MELISQ 312.2 149.26 18.9 A 17
151219.0 151219 0 LITSAC 312.79 147.6 24.5 A 17
151220.0 151220 0 MYRSSE 313.73 147.5 18 A 17
151223.0 151223 0 ENGERO 314 145.35 12.1 A 17
151234.0 151234 0 PRUNPH 319.45 149.27 10.7 A 17
151240.0 151240 0 CYCLGI 318.19 142.48 19.5 A 17
151241.0 151241 0 MELISQ 318.47 144.8 34.8 A 17
151244.0 151244 0 MACHTH 319.47 140.27 22.7 A 17
151249.0 151249 0 PYRESH 302.79 164.91 11.8 A 17
151253.0 151253 0 MELISQ 304.6 163.45 17.2 A 17
151257.0 151257 0 DIOSMO 304.61 161.3 17.6 A 17
151258.0 151258 0 MACHTH 304.71 160.99 36.9 A 17
151266.0 151266 0 PYRESH 305.16 168.86 17.2 A 17
151271.0 151271 0 PYRESH 306.64 162.47 17.1 A 17
151275.0 151275 0 CYCLGI 306 163.68 21.4 A 17
151282.0 151282 0 LITSAC 300.04 171.28 16.4 A 17
151284.0 151284 0 CINNMI 302.03 174.41 52.8 A 17
151292.0 151292 0 CYCLGI 303.09 170.96 24.7 A 17
151293.0 151293 0 DIOSMO 300.36 176.79 36.7 A 17
151295.0 151295 0 MELISQ 300.76 177.24 17.6 A 17
151310.0 151310 0 MACHZU 305.95 176.29 22.3 A 17
151315.0 151315 0 MACHTH 307.71 179.31 17.9 A 17
151319.0 151319 0 ADINFO 309.62 176.53 13.2 A 17
151324.0 151324 0 MELISQ 309.24 172.06 15.2 A 17
151325.0 151325 0 LITSAC 309.86 171.82 14.4 A 17
151340.0 151340 0 DIOSMO 312.81 177.1 9.9 A 17
151344.0 151344 0 RANDCO 312.34 176.5 11.8 A 17
151359.0 151359 0 LITSAC 316.77 172.14 32.7 A 17
151360.0 151360 0 MELISQ 316.46 172.81 19.2 A 17
151362.0 151362 0 ELAEJA 317.14 173.76 31.1 A 17
151374.0 151374 0 PRUNPH 312.69 164.96 10.5 A 17
151387.0 151387 0 MELISQ 310.9 165.88 25.4 A 17
151388.0 151388 0 MELISQ 311.02 165.92 25.9 A 17
151391.0 151391 0 MACHMU 311.3 169.48 25.2 A 17
151396.0 151396 0 SYMPTH 313.33 169.78 18.3 A 17
151403.0 151403 0 MELISQ 315.65 167 18.5 A 17
151421.0 151421 0 MELISQ 301.64 184.54 16.8 A 17
151424.0 151424 0 CASTCU 304.31 181.06 43.5 A 17
151428.0 151428 0 MELISQ 301.26 185.51 16.9 A 17
151436.0 151436 0 DIOSMO 306.04 186.35 34.8 A 17
151441.0 151441 0 MELISQ 307.83 187.78 26.3 A 17
151450.0 151450 0 DIOSMO 309.13 186.16 23.4 A 17
151464.0 151464 0 SCHEOC 302.52 194.97 25.6 A 17
151477.0 151477 0 DIOSMO 306.09 195.45 34.3 A 17
151480.0 151480 0 LITSAC 306.94 197.54 37.4 A 17
151494.0 151494 0 DIOSMO 307.44 192.07 26.8 A 17
151496.0 151496 0 PYRESH 315.38 162.65 29.5 A 17
151497.0 151497 0 MELISQ 315.01 162.33 23.9 A 17
151506.0 151506 0 MACHMU 316.83 162.55 10.4 A 17
151522.0 151522 0 LITSAC 314.04 194.06 20.6 A 17
151538.0 151538 0 DIOSMO 315.51 199.47 37.9 A 17
151556.0 151556 0 LIMLUR 317.18 197.01 89.5 A 17
151557.0 151557 0 TRICDU 317.27 197.24 12.6 A 17
151569.0 151569 0 CASTCU 319.23 192.84 9.7 A 17
151581.0 151581 0 DIOSMO 311.39 180.88 20 A 17
151621.0 151621 0 ENGERO 317.45 185.22 21.2 A 17
151630.0 151630 0 LITSAC 319.78 184.91 13.8 A 17
151634.0 151634 0 MACHMU 317.92 180.28 15.3 A 17
153316.0 153316 0 LIMLUR 300.63 404.6 56.3 A 20
153320.0 153320 0 CASTCU 303.33 404.61 24.1 A 20
153325.0 153325 0 MELISQ 304.88 402.84 25.9 A 20
153333.0 153333 0 LITSAC 304.68 409.67 40.6 A 20
153334.0 153334 0 MELISQ 303.7 406 18.9 A 20
153335.0 153335 0 LITSAC 302.55 405.64 30.3 A 20
153338.0 153338 0 TRICDU 305.29 407.35 10.7 A 20
153343.0 153343 0 LIMLUR 309.11 409.09 73.6 A 20
153351.0 153351 0 LIMLUR 308.52 401.25 122 A 20
153375.0 153375 0 LITSAC 308.66 415.82 50.2 A 20
153379.0 153379 0 MELISQ 308.56 412.43 18.5 A 20
153381.0 153381 0 MACHMU 309.28 412.08 26.1 A 20
153405.0 153405 0 MACHMU 317.08 414.12 13.4 A 20
153407.0 153407 0 ENGERO 319.41 412.6 44.2 A 20
153408.0 153408 0 MACHMU 318.16 411.7 20.3 A 20
153423.0 153423 0 RANDCO 313.19 404.17 10.9 A 20
153433.0 153433 0 MACHMU 313.52 407.79 22.5 A 20
153434.0 153434 0 PYRESH 314.45 408.22 15.3 A 20
153435.0 153435 0 DIOSMO 314.28 406.35 36.5 A 20
153441.0 153441 0 GLOCAC 319.01 405.98 18 A 20
153448.0 153448 0 CINNMI 317.68 404.57 45.1 A 20
153453.0 153453 0 LIMLUR 319.5 401.8 54.6 A 20
153466.0 153466 0 PASAHN 300.22 425.24 29.2 A 20
153467.0 153467 0 SCHEOC 303.9 429.68 16.5 A 20
153483.0 153483 0 MACHZU 305.74 438.94 45.3 A 20
153484.0 153484 0 PRUNPH 305.94 439.11 13.2 A 20
153487.0 153487 0 MACHTH 307.06 436.39 48.2 A 20
153488.0 153488 0 SCHEOC 307.64 435.66 45 A 20
153517.0 153517 0 LITSAC 301.95 444.96 42.1 A 20
153527.0 153527 0 MELISQ 301.2 446.26 18.5 A 20
153539.0 153539 0 LITSAC 305.72 447.51 40.4 A 20
153552.0 153552 0 MACHTH 306.04 444.71 15.9 A 20
153554.0 153554 0 MACHTH 309.64 444.81 32.9 A 20
153555.0 153555 0 MACHMU 308.96 444.23 21.5 A 20
153557.0 153557 0 LITSAC 300.85 451.94 28.4 A 20
153559.0 153559 0 MICHCO 300.96 453.66 34.6 A 20
153560.0 153560 0 MELISQ 302.07 453.42 21.3 A 20
153564.0 153564 0 MELISQ 303.93 452.37 17.1 A 20
153572.0 153572 0 ENGERO 303.13 458.45 54.5 A 20
153576.0 153576 0 CINNMI 304.1 457.51 17.6 A 20
153583.0 153583 0 DIOSMO 306.88 458.33 26.1 A 20
153598.0 153598 0 ENGERO 308.39 455.62 12.7 A 20
153606.0 153606 0 PYRESH 305.02 452.38 14.6 A 20
153609.0 153609 0 CINNMI 305.18 453.65 28.1 A 20
153623.0 153623 0 LIMLUR 308.17 451.53 67.1 A 20
153627.0 153627 0 MELISQ 308.86 450.56 10.7 A 20
153630.0 153630 0 DIOSMO 308.37 450.62 20.8 A 20
153653.0 153653 0 DIOSMO 310.99 456 17.4 A 20
153661.0 153661 0 CLEYJA 311.07 459.84 13.4 A 20
153665.0 153665 0 LIMLUR 313.97 459.46 29.2 A 20
153671.0 153671 0 PRUNPH 314.68 459.43 9.5 A 20
153673.0 153673 0 PRUNPH 314.62 459.09 18.7 A 20
153676.0 153676 0 SCHEOC 312.49 455.05 14.7 A 20
153684.0 153684 0 MELISQ 316.07 456.02 30.2 A 20
153687.0 153687 0 LITSAC 315.69 457.28 15.5 A 20
153714.0 153714 0 MELISQ 319.23 454.66 21.3 A 20
153717.0 153717 0 MELISQ 318.19 452.3 30.9 A 20
153725.0 153725 0 MACHZU 314.67 440.54 38.6 A 20
153732.0 153732 0 LITSAC 313.05 446.36 33.9 A 20
153750.0 153750 0 CASTCU 311.8 449.48 33 A 20
153764.0 153764 0 DIOSMO 315.85 449.13 64.5 A 20
153770.0 153770 0 TRICDU 316.78 448.48 11.2 A 20
153774.0 153774 0 CASTCU 317.76 449.23 16.7 A 20
153789.0 153789 0 LITSAC 316.14 444.07 38.1 A 20
153790.0 153790 0 CINNMI 316.6 444.57 40.9 A 20
153792.0 153792 0 PRUNPH 316.39 443.86 10.1 A 20
153797.0 153797 0 DIOSMO 303.59 461.39 25.7 A 20
153802.0 153802 0 LITSAC 301.33 463.05 39.9 A 20
153820.0 153820 0 MELISQ 301.46 469.4 22.2 A 20
153823.0 153823 0 CINNSU 302.51 469.92 37.4 A 20
153824.0 153824 0 PRUNPH 301.97 468.93 16.2 A 20
153846.0 153846 0 MELISQ 309.85 465.66 30.4 A 20
153862.0 153862 0 MACHTH 307.64 461.25 29.9 A 20
153864.0 153864 0 SCHEOC 305.97 461.29 14.8 A 20
153867.0 153867 0 EURYLO 309.58 460.45 9.5 A 20
153870.0 153870 0 ITEAPA 301.33 470.93 10.1 A 20
153885.0 153885 0 DIOSMO 302.13 474.13 10.8 A 20
153891.0 153891 0 DIOSMO 304.57 470.95 24.8 A 20
153894.0 153894 0 MELISQ 300.22 475.51 19.5 A 20
153899.0 153899 0 ADINFO 302.28 478.22 19.9 A 20
153903.0 153903 0 LITSAC 301.71 478.31 21.7 A 20
153907.0 153907 0 MACHTH 302.27 477.5 12.1 A 20
153915.0 153915 0 ENGERO 306.06 477.82 11.1 A 20
153918.0 153918 0 MELISQ 309.11 479.78 20.8 A 20
153919.0 153919 0 CASTCU 309.24 479.74 45.6 A 20
153929.0 153929 0 HELIFO 308.1 475.28 12.5 A 20
153931.0 153931 0 LITSAC 308.13 476.23 9.6 A 20
153945.0 153945 0 ENGERO 305.32 474.44 26.8 A 20
153968.0 153968 0 LITSAC 313.49 474.96 29.9 A 20
153974.0 153974 0 GLOCAC 310.88 475.82 18.2 A 20
153975.0 153975 0 CINNSU 311.98 475.91 14.5 A 20
153978.0 153978 0 MACHMU 310.29 479.58 11.5 A 20
153981.0 153981 0 LITSAC 314.18 478.22 9.9 A 20
153991.0 153991 0 MELISQ 315.08 476.6 19.4 A 20
153994.0 153994 0 MELISQ 318.42 479.84 39.7 A 20
153997.0 153997 0 MACHTH 319.84 478.04 17.2 A 20
154002.0 154002 0 LITSAC 317.93 475.96 15.5 A 20
154013.0 154013 0 DIOSMO 311.26 461.08 30.8 A 20
154014.0 154014 0 MELISQ 311.71 461.86 14 A 20
154016.0 154016 0 SYMPGL 311.87 462.01 9.8 A 20
154028.0 154028 0 LITSAC 313.42 463.06 11.7 A 20
154044.0 154044 0 ENGERO 313.11 468.75 20.4 A 20
154045.0 154045 0 PYRESH 314.62 468.02 19.6 A 20
154051.0 154051 0 MELISQ 316.02 468.01 20.7 A 20
154061.0 154061 0 MACHTH 316.29 461.66 41.7 A 20
154062.0 154062 0 GLOCAC 316.37 461.83 13.6 A 20
154065.0 154065 0 CASTCU 316.36 463.8 9.7 A 20
154072.0 154072 0 PRUNPH 301.66 482.75 11.7 A 20
154077.0 154077 0 MELISQ 303.7 483.38 13 A 20
154086.0 154086 0 CLEYJA 304.18 481.67 13.2 A 20
154090.0 154090 0 MELISQ 304.28 480.66 14.7 A 20
154094.0 154094 0 MELISQ 304.6 480.75 17.4 A 20
154097.0 154097 0 CASTCU 302.37 485.05 9.8 A 20
154104.0 154104 0 MELISQ 300.08 488.48 17.1 A 20
154106.0 154106 0 ELAEJA 303.01 489.85 15 A 20
154109.0 154109 0 CASTCU 302.95 488.92 12.1 A 20
154111.0 154111 0 LITSAC 304.95 488.42 23.2 A 20
154117.0 154117 0 MELISQ 302.82 486.59 23.5 A 20
154134.0 154134 0 MELISQ 308.64 489.63 11.5 A 20
154138.0 154138 0 CASTCU 309.31 487.74 11.9 A 20
154142.0 154142 0 MELISQ 307.32 488.09 9.7 A 20
154146.0 154146 0 MELISQ 307.96 487.71 16.6 A 20
154151.0 154151 0 PYRESH 306.14 488.31 10 A 20
