stemid tag branch sp gx gy dbh status q100
051281.0 051281 0 SCHEOC 110.11 178.94 16.3 A 7
051282.0 051282 0 MYRSSE 110.88 178.52 9.6 A 7
051283.0 051283 0 MELISQ 110.44 179.4 25.7 A 7
051285.0 051285 0 MYRIRU 111.22 179.74 12.9 A 7
051289.0 051289 0 MACHTH 114.35 176.47 16.4 A 7
051293.0 051293 0 DIOSMO 115.14 176.03 17.3 A 7
051294.0 051294 0 MELISQ 115.96 176.17 10.9 A 7
051295.0 051295 0 MACHTH 116.98 177.98 12.9 A 7
051296.0 051296 0 CASTCU 117 177.58 26.6 A 7
051300.0 051300 0 ELAEJA 115.99 172.11 12 A 7
051301.0 051301 0 MELISQ 116.5 172.31 10.7 A 7
051304.0 051304 0 RANDCO 115.01 174.2 12.3 A 7
051311.0 051311 0 DIOSMO 117.62 173.79 12 A 7
051319.0 051319 0 CASTCU 110.95 160.11 29.2 A 7
051322.0 051322 0 MELISQ 110.93 165.89 10 A 7
051329.0 051329 0 LIMLUR 114.53 165.98 29 A 7
051331.0 051331 0 EHRELO 115.82 165.82 14.9 A 7
051333.0 051333 0 MELISQ 118.03 166.02 12.6 A 7
051345.0 051345 0 SCHEOC 115.7 162.89 16 A 7
051348.0 051348 0 MACHTH 100.65 181.29 34.9 A 7
051352.0 051352 0 CYCLLO 100.19 184.94 12.8 A 7
051354.0 051354 0 ELAEJA 103.19 184.44 16.8 A 7
051356.0 051356 0 DIOSMO 104.41 183.99 16.7 A 7
051357.0 051357 0 CASTCU 103.56 181.05 17.5 A 7
051368.0 051368 0 CASTCU 101.9 188.32 68 A 7
051369.0 051369 0 GLOCAC 104.18 189.11 11.2 A 7
051377.0 051377 0 MELISQ 105.83 185.35 21 A 7
051385.0 051385 0 MYRSSE 109.69 189.75 16.2 A 7
051389.0 051389 0 MACHTH 105.55 180.61 11.2 A 7
051391.0 051391 0 CLEYJA 105.58 181.19 11.6 A 7
051396.0 051396 0 MACHTH 109.35 184.3 25.6 A 7
051397.0 051397 0 LITSAC 109.54 184.67 10.9 A 7
051404.0 051404 0 LIMLUR 100.45 190.82 35.5 A 7
051415.0 051415 0 LIMLUR 104.87 197.35 10.1 A 7
051422.0 051422 0 ITEAPA 106.46 197.24 31.5 A 7
051429.0 051429 0 LITSAC 108.44 198.67 18.2 A 7
051438.0 051438 0 MACHMU 105.24 194.1 9.9 A 7
051440.0 051440 0 MELISQ 106.56 193.75 25.2 A 7
051454.0 051454 0 TRICDU 111.22 192.06 10.9 A 7
051455.0 051455 0 CASTCU 111.98 193.63 24.6 A 7
051465.0 051465 0 MACHTH 111.06 195.15 14.2 A 7
051482.0 051482 0 MELISQ 114.17 199.24 13 A 7
051496.0 051496 0 MELISQ 116.56 197.13 26.7 A 7
051509.0 051509 0 CASTCU 116 190.75 37.7 A 7
051510.0 051510 0 GLOCAC 116.16 190.76 24.7 A 7
051512.0 051512 0 RANDCO 117.99 194.56 12.3 A 7
051524.0 051524 0 CYCLLO 111.17 181.15 10.8 A 7
051527.0 051527 0 ELAEJA 111.68 181.97 20.6 A 7
051528.0 051528 0 CLEYJA 110.88 181.46 21.7 A 7
051534.0 051534 0 HELIFO 114.35 184.67 10.3 A 7
051538.0 051538 0 MELISQ 110.04 186.19 20.1 A 7
051545.0 051545 0 LIMLUR 112.57 188.01 11 A 7
051555.0 051555 0 DIOSMO 114.72 185.52 41.4 A 7
051557.0 051557 0 MACHTH 115.56 186.67 17.2 A 7
051560.0 051560 0 CYCLLO 116.57 186.8 13.4 A 7
051565.0 051565 0 HELIFO 119.86 187.91 10 A 7
051586.0 051586 0 PYRESH 117.85 181.52 15.5 A 7
051588.0 051588 0 PASAHR 101.15 204.07 24.1 A 8
051589.0 051589 0 SCHEOC 102.64 202.24 12 A 8
051593.0 051593 0 LIMLUR 102.51 209.97 31 A 8
051594.0 051594 0 SYMPGL 107.31 209.23 12 A 8
051596.0 051596 0 ITEAPA 108.57 208.59 12.3 A 8
051601.0 051601 0 MACHTH 105.95 200.3 23 A 8
051603.0 051603 0 DIOSMO 105.99 204.17 11.5 A 8
051604.0 051604 0 SCHEOC 109.05 204.93 12.9 A 8
051607.0 051607 0 MELISQ 109.91 204.41 12.6 A 8
051611.0 051611 0 MELISQ 109.31 202.4 9.9 A 8
051615.0 051615 0 MELISQ 109.15 200.39 10.7 A 8
051620.0 051620 0 MELISQ 100.76 210.71 15.7 A 8
051624.0 051624 0 ELAEJA 102.18 212.94 26 A 8
051630.0 051630 0 LITSAC 101.97 214.85 25.3 A 8
051631.0 051631 0 PYRESH 104 214.71 19 A 8
051638.0 051638 0 ELAEJA 104.84 213.41 15.2 A 8
051641.0 051641 0 MACHTH 104.28 211.84 21.8 A 8
051647.0 051647 0 SCHEOC 100.71 218.55 11.5 A 8
051655.0 051655 0 MACHZU 102.69 219.03 26.7 A 8
051663.0 051663 0 CASTCU 103.5 216.25 15.2 A 8
051665.0 051665 0 PYRESH 105.66 217.4 10 A 8
051672.0 051672 0 MELISQ 109.04 217.67 10.8 A 8
051679.0 051679 0 MACHTH 107.92 217.4 11.4 A 8
051688.0 051688 0 ITEAPA 108.53 215.21 20.3 A 8
051692.0 051692 0 MACHTH 105.06 211.91 27.3 A 8
051696.0 051696 0 LIMLUR 105.43 214.77 24.8 A 8
051705.0 051705 0 MELISQ 109.3 212 13.6 A 8
051706.0 051706 0 MELISQ 108.96 211.09 11.4 A 8
051707.0 051707 0 MACHTH 108.39 210.99 15.1 A 8
051708.0 051708 0 CASTCU 108.32 211.26 23.3 A 8
051710.0 051710 0 MACHMU 107.31 210.98 9.7 A 8
051714.0 051714 0 LIMLUR 111.4 212.89 39.3 A 8
051718.0 051718 0 ELAEJA 110.48 215.49 22.8 A 8
051720.0 051720 0 PYRESH 110.49 216.94 10.7 A 8
051721.0 051721 0 PRUNPH 111.59 218.35 11.1 A 8
051728.0 051728 0 SYMPTH 114.97 217.48 10.3 A 8
051729.0 051729 0 MACHTH 114.58 217.06 19.8 A 8
051730.0 051730 0 MACHTH 114.06 215.71 36.3 A 8
051731.0 051731 0 LIMLUR 115.86 217.41 16.3 A 8
051744.0 051744 0 LIMLUR 117.99 216.43 27.9 A 8
051745.0 051745 0 CASTCU 115.97 213.77 16.9 A 8
051747.0 051747 0 MELISQ 118.09 214.31 21.6 A 8
051757.0 051757 0 MACHTH 117.54 210.76 18.3 A 8
051764.0 051764 0 CLEYJA 111.39 200.62 10.3 A 8
051767.0 051767 0 MACHTH 111.76 203.73 11.5 A 8
051771.0 051771 0 LITSAC 114.95 203.21 14.2 A 8
051775.0 051775 0 MELISQ 114.97 201.49 11.1 A 8
051777.0 051777 0 MACHTH 114 200.45 9.9 A 8
051779.0 051779 0 RANDCO 111.5 205.11 13.1 A 8
051781.0 051781 0 CYCLLO 112.06 205.49 9.7 A 8
051783.0 051783 0 ELAEJA 112.03 206.54 20.5 A 8
051784.0 051784 0 LIMLUR 111.59 207.66 11 A 8
051786.0 051786 0 GLOCAC 112.41 208 17 A 8
051804.0 051804 0 MELISQ 119.26 209.36 28.5 A 8
051808.0 051808 0 LIMLUR 116.56 202.43 12 A 8
051810.0 051810 0 MACHTH 117.2 204.87 25.9 A 8
051813.0 051813 0 MELISQ 119.71 204.93 12.8 A 8
051816.0 051816 0 MACHTH 118.21 202.56 23 A 8
051823.0 051823 0 ELAEJA 101.36 222.07 29.1 A 8
051824.0 051824 0 RANDCO 101.86 222.4 9.9 A 8
051826.0 051826 0 SYMPSO 100.97 224.56 15.4 A 8
051828.0 051828 0 PYRESH 104.51 222.04 9.6 A 8
051830.0 051830 0 LITSAC 103.43 220.63 10.6 A 8
051831.0 051831 0 CASTCU 102.97 220.26 27.3 A 8
051835.0 051835 0 SYMPTH 106.4 228.33 11.9 A 8
051839.0 051839 0 CASTCU 108.29 229.16 9.9 A 8
051840.0 051840 0 MACHTH 108.17 228.79 17.4 A 8
051841.0 051841 0 CYCLLO 107.35 228.49 21 A 8
051850.0 051850 0 MACHZU 105.97 224.1 21 A 8
051856.0 051856 0 GLOCAC 108.94 224.68 14 A 8
051857.0 051857 0 PRUNPH 109.65 224.71 13.6 A 8
051858.0 051858 0 CASTCU 108.08 224.19 12.6 A 8
051859.0 051859 0 MACHZU 108.29 223.05 28.4 A 8
051865.0 051865 0 ENGERO 100.44 231.15 19 A 8
051869.0 051869 0 SYMPTH 104.57 230.17 11.8 A 8
051872.0 051872 0 MACHTH 103.54 230.16 33.5 A 8
051875.0 051875 0 CLEYJA 102.42 238.15 14.5 A 8
051877.0 051877 0 GLOCAC 104.69 237.43 14.6 A 8
051880.0 051880 0 MELISQ 107.54 239.21 16 A 8
051881.0 051881 0 CASTCU 105.78 238.23 35 A 8
051884.0 051884 0 SCHEOC 109.34 234.27 16.9 A 8
051896.0 051896 0 MACHTH 116.71 237.77 34.8 A 8
051897.0 051897 0 LIMLUR 118.4 239 29.5 A 8
051899.0 051899 0 CASTCU 118.91 235.51 38.6 A 8
051909.0 051909 0 CASTCU 117.93 230.81 21.1 A 8
051910.0 051910 0 PYRESH 117.31 232.18 9.7 A 8
051915.0 051915 0 LITSAC 112.69 225.59 15.2 A 8
051924.0 051924 0 SCHEOC 113.73 227.88 16.5 A 8
051926.0 051926 0 CLEYJA 116.27 226.15 16 A 8
051928.0 051928 0 RANDCO 117.88 227.25 15.3 A 8
051929.0 051929 0 LIMLUR 118.47 229.2 17.5 A 8
051931.0 051931 0 ELAEJA 119.27 228.73 30.5 A 8
051933.0 051933 0 MACHZU 118.98 227.57 36.9 A 8
051947.0 051947 0 CASTCU 118.05 224.37 18.9 A 8
051949.0 051949 0 MACHTH 119.37 223.06 10.6 A 8
051960.0 051960 0 DIOSMO 102.69 240.2 38.2 A 8
051962.0 051962 0 MACHTH 101.77 247.21 21.7 A 8
051966.0 051966 0 CASTCU 101.1 247.81 43.7 A 8
051970.0 051970 0 MACHZU 104.03 247.88 28.8 A 8
051971.0 051971 0 OSMAMA 105.11 248.4 20.2 A 8
051979.0 051979 0 CASTCU 107.21 247.79 23 A 8
051985.0 051985 0 LIMLUR 106.57 242.11 13.9 A 8
051988.0 051988 0 RANDCO 107.51 242.03 14.4 A 8
051991.0 051991 0 PYRESH 109.35 244.33 19.5 A 8
051994.0 051994 0 RANDCO 108.6 242.23 12.5 A 8
051998.0 051998 0 LITSAC 100.72 254.03 19.8 A 8
052007.0 052007 0 CASTCU 102.08 255.11 11.6 A 8
052009.0 052009 0 SYMPTH 101 256.63 13.8 A 8
052011.0 052011 0 CASTCU 101.73 259.71 25 A 8
052013.0 052013 0 CINNSU 102.24 259.64 20 A 8
052014.0 052014 0 CASTCU 102.82 259.61 11.5 A 8
052020.0 052020 0 RANDCO 104.06 256.93 9.9 A 8
052022.0 052022 0 DIOSMO 105.33 256 12.8 A 8
052032.0 052032 0 LIMLUR 106.09 250.69 42.5 A 8
052035.0 052035 0 LIMLUR 106.36 251.87 39.7 A 8
052044.0 052044 0 PYRESH 107.64 251.97 12.5 A 8
052045.0 052045 0 CASTCU 108.6 251.86 21.4 A 8
052046.0 052046 0 MACHTH 108.39 251.57 22.4 A 8
052053.0 052053 0 CASTCU 114.85 252.87 27.4 A 8
052054.0 052054 0 DIOSMO 110.48 255.17 15.6 A 8
052056.0 052056 0 CRYPCH 110.12 256.8 14.1 A 8
052064.0 052064 0 MACHMU 116.67 256.63 17.6 A 8
052074.0 052074 0 GLOCAC 115.72 254.36 19 A 8
052083.0 052083 0 CYCLLO 110.08 244.57 15.5 A 8
052086.0 052086 0 ENGERO 114.26 241.23 15.4 A 8
052087.0 052087 0 CINNSU 111.78 245.48 32.9 A 8
052089.0 052089 0 LIMLUR 110.34 248.7 17.6 A 8
052090.0 052090 0 CYCLLO 110.44 249.33 9.6 A 8
052091.0 052091 0 PYRESH 110.35 249.73 13 A 8
052096.0 052096 0 RANDCO 114.51 246.13 10.3 A 8
052100.0 052100 0 PYRESH 117.68 246.6 16.6 A 8
052103.0 052103 0 SCHEOC 118.66 243.33 31 A 8
052104.0 052104 0 LITSAC 117.74 244.96 10.3 A 8
052105.0 052105 0 CINNAU 119.24 242.47 11.2 A 8
052108.0 052108 0 MACHTH 100.48 263.77 17.7 A 8
052110.0 052110 0 CASTCU 101.03 264.58 9.6 A 8
052115.0 052115 0 MELISQ 103.2 263.06 22.8 A 8
052119.0 052119 0 PRUNPH 104.54 260.75 20.2 A 8
052125.0 052125 0 PRUNPH 101.23 269.6 28.8 A 8
052128.0 052128 0 MACHMU 103.99 267.65 28.5 A 8
052129.0 052129 0 ENGERO 104.33 267.67 12.7 A 8
052133.0 052133 0 RANDCO 105.89 266.96 13.2 A 8
052137.0 052137 0 LIMLUR 106.77 269.58 39.8 A 8
052160.0 052160 0 DIOSMO 108.12 261.23 30.6 A 8
052161.0 052161 0 ENGERO 100.85 270.86 11.7 A 8
052167.0 052167 0 CLEYJA 103.26 277.77 15.7 A 8
052168.0 052168 0 ADINFO 103.96 278.93 10.2 A 8
052171.0 052171 0 SCHEOC 104.33 276.15 19.4 A 8
052178.0 052178 0 CASTCU 108.87 277.51 45.2 A 8
052182.0 052182 0 CLEYJA 105.41 270.85 12 A 8
052184.0 052184 0 MACHMU 106.84 271.26 12.3 A 8
052196.0 052196 0 PYRESH 111.87 270.65 16.8 A 8
052201.0 052201 0 PYRESH 110.48 273.86 11.6 A 8
052213.0 052213 0 PYRESH 111.47 278.75 15.5 A 8
052221.0 052221 0 PYRESH 114.4 278.46 11.6 A 8
052223.0 052223 0 PYRESH 114.54 276.52 9.8 A 8
052231.0 052231 0 PYRESH 116.29 276.56 10.6 A 8
052240.0 052240 0 MACHTH 117.12 279.57 11.6 A 8
052243.0 052243 0 DIOSMO 118.79 278.15 11.6 A 8
052244.0 052244 0 ELAEJA 119.35 278.32 21.5 A 8
052254.0 052254 0 MACHTH 116.33 273.7 12.4 A 8
052255.0 052255 0 CLEYJA 115.58 274.54 22.5 A 8
052257.0 052257 0 LIMLUR 118.27 274.47 22.4 A 8
052258.0 052258 0 MYRSSE 118.77 273.77 19.1 A 8
052259.0 052259 0 ELAEJA 118.67 273.96 11.4 A 8
052260.0 052260 0 MELISQ 118.97 273.51 12.8 A 8
052263.0 052263 0 PYRESH 117.49 272.45 14 A 8
052267.0 052267 0 CASTCU 118.46 270.39 22.1 A 8
052268.0 052268 0 ELAEJA 111.17 260.75 19.9 A 8
052276.0 052276 0 CLEYJA 112.19 269.72 19.7 A 8
052280.0 052280 0 CLEYJA 114.79 266.17 22.7 A 8
052282.0 052282 0 LITSAC 116.88 265.39 19.1 A 8
052291.0 052291 0 MACHMU 117.55 262.45 15.6 A 8
052296.0 052296 0 TRICDU 118.49 264.84 10.1 A 8
052298.0 052298 0 CASTCU 119.25 263.66 40.7 A 8
052301.0 052301 0 LITSAC 119.47 261.26 13.6 A 8
052305.0 052305 0 CASTCU 101.87 280.28 26.8 A 8
052320.0 052320 0 ITEAPA 103.3 282.07 9.7 A 8
052322.0 052322 0 MELISQ 104.48 281.28 14.7 A 8
052325.0 052325 0 MACHTH 101.68 285.46 18.8 A 8
052332.0 052332 0 MYRSSE 103.36 288.93 10.5 A 8
052345.0 052345 0 MYRSSE 106.67 289.91 10.4 A 8
052354.0 052354 0 LITSAC 108.59 285.27 13.5 A 8
052360.0 052360 0 MELISQ 106.93 282.48 25.4 A 8
052364.0 052364 0 CASTCU 105.68 282.77 21.8 A 8
052377.0 052377 0 ELAEJA 109.5 280.47 34 A 8
052378.0 052378 0 MACHMU 108.47 280.57 32.4 A 8
052379.0 052379 0 MYRSSE 102.38 290.47 10.2 A 8
052381.0 052381 0 LIMLUR 101.68 292.68 14.7 A 8
052392.0 052392 0 MELISQ 104.4 294.1 9.9 A 8
052396.0 052396 0 MACHTH 104.1 290.54 27.3 A 8
052397.0 052397 0 MYRSSE 103.83 290.47 9.7 A 8
052409.0 052409 0 PYRESH 104.54 298.78 12.8 A 8
052418.0 052418 0 DIOSMO 107.51 296.33 24.4 A 8
052420.0 052420 0 LITSAC 108.22 296.03 25.2 A 8
052426.0 052426 0 CLEYJA 106.67 290.66 13.4 A 8
052427.0 052427 0 MELISQ 106.06 291.25 12.2 A 8
052433.0 052433 0 TRICDU 108.66 294.26 9.6 A 8
052443.0 052443 0 MYRSSE 108.17 290.35 12.2 A 8
052445.0 052445 0 MACHTH 110.85 291.15 11.6 A 8
052447.0 052447 0 LIMLUR 110.46 293.85 19.2 A 8
052449.0 052449 0 RANDCO 111.76 293.79 10 A 8
052450.0 052450 0 ELAEJA 111.44 293.86 23.8 A 8
052452.0 052452 0 LIMLUR 111.94 293.52 49.1 A 8
052457.0 052457 0 MACHTH 113.59 292.58 11.4 A 8
052460.0 052460 0 CLEYJA 114.17 293.82 18.2 A 8
052461.0 052461 0 SYMPTH 113.87 294.07 9.6 A 8
052462.0 052462 0 CASTCU 114.34 294.26 16.8 A 8
052477.0 052477 0 MELISQ 116.77 296.46 15.9 A 8
052480.0 052480 0 ENGERO 119 298.63 19.3 A 8
052483.0 052483 0 ELAEJA 119 296.47 20.4 A 8
052486.0 052486 0 CLEYJA 117.68 293.88 13.7 A 8
052487.0 052487 0 LITSAC 118.2 293.75 10.2 A 8
052501.0 052501 0 MYRSSE 110.6 284.52 10.5 A 8
052502.0 052502 0 PYRESH 110.53 284.34 12.5 A 8
052504.0 052504 0 MYRSSE 113.37 283.41 11.9 A 8
052511.0 052511 0 LIMLUR 114.91 282.92 29.3 A 8
052512.0 052512 0 PYRESH 114.58 282.51 19.3 A 8
052520.0 052520 0 ELAEJA 110.99 287.42 27.2 A 8
052522.0 052522 0 LITSAC 111.37 288.94 11.9 A 8
052542.0 052542 0 MELISQ 116.91 287.06 25.7 A 8
052547.0 052547 0 CASTCU 115.79 289.68 37.4 A 8
052548.0 052548 0 MYRSSE 116.67 289.57 10.7 A 8
052550.0 052550 0 ELAEJA 118.4 289.37 21.1 A 8
052553.0 052553 0 MYRSSE 119.94 289.53 11.2 A 8
052570.0 052570 0 DIOSMO 117.15 280.47 23.8 A 8
052579.0 052579 0 MACHTH 117.45 283.35 16.4 A 8
052581.0 052581 0 LITSAC 119.33 282.54 11.9 A 8
052583.0 052583 0 LITSAC 118.86 282.43 10.7 A 8
052584.0 052584 0 MYRSSE 118.67 281.84 10.5 A 8
054284.0 054284 0 HELIFO 119.69 108.35 12.2 A 7
054382.0 054382 0 MACHTH 113.53 198.07 33.6 A 7
060536.0 060536 0 LITSAC 120.95 102.72 29.1 A 7
060547.0 060547 0 MACHTH 121.05 108.09 14.2 A 7
060550.0 060550 0 HELIFO 124.27 107.34 10.8 A 7
060553.0 060553 0 CASTCU 125.36 105.81 76.3 A 7
060565.0 060565 0 SYMPTH 126.97 102.99 14.6 A 7
060573.0 060573 0 HELIFO 120.05 113.75 17.3 A 7
060576.0 060576 0 HELIFO 120.59 115.24 11 A 7
060582.0 060582 0 PRUNPH 124.11 117.54 19.2 A 7
060586.0 060586 0 LITSAC 125.31 115.12 23.7 A 7
060592.0 060592 0 CYCLGI 127.95 117.41 50.5 A 7
060602.0 060602 0 GLOCAC 127.62 110.32 14 A 7
060612.0 060612 0 MACHTH 130.32 116.37 12.2 A 7
060621.0 060621 0 PYRESH 136.61 116.42 36.4 A 7
060647.0 060647 0 SCHEOC 137.58 108.56 37 A 7
060654.0 060654 0 HELIFO 121.9 120.66 9.8 A 7
060668.0 060668 0 PRUNPH 124.35 122.74 11.3 A 7
060672.0 060672 0 PRUNPH 121.44 127.81 13.1 A 7
060673.0 060673 0 MACHMU 122.18 128.73 52.4 A 7
060685.0 060685 0 SYMPTH 124.03 126.87 13.7 A 7
060699.0 060699 0 CYCLGI 129.5 128.09 17 A 7
060713.0 060713 0 GLOCAC 126.23 122.91 11 A 7
060721.0 060721 0 LITSAC 129.85 122.97 23.5 A 7
060725.0 060725 0 GLOCAC 120.58 132.6 14.4 A 7
060744.0 060744 0 PRUNPH 122.28 138.99 12.6 A 7
060757.0 060757 0 MACHTH 125.95 136.64 47.9 A 7
060761.0 060761 0 MELISQ 125.68 139.41 23.9 A 7
060767.0 060767 0 MACHTH 128.16 139.71 49.4 A 7
060781.0 060781 0 SYMPTH 129.38 134.24 9.8 A 7
060785.0 060785 0 MELISQ 128.8 131.12 11.7 A 7
060790.0 060790 0 HELIFO 131.05 130.84 9.8 A 7
060793.0 060793 0 MACHMU 130.12 132.7 20.8 A 7
060796.0 060796 0 CYCLGI 134.06 132.98 12.8 A 7
060799.0 060799 0 MACHTH 134 132.65 60.9 A 7
060800.0 060800 0 GLOCAC 134.37 132.47 14.3 A 7
060810.0 060810 0 RANDCO 132.68 138.99 14 A 7
060811.0 060811 0 LITSAC 132.95 139.9 22.9 A 7
060820.0 060820 0 MELISQ 135.26 139.03 20 A 7
060822.0 060822 0 MACHMU 137.18 139.78 13.2 A 7
060824.0 060824 0 ELAEJA 137.68 139.46 9.7 A 7
060826.0 060826 0 CASTCU 138.53 139.8 22.9 A 7
060828.0 060828 0 LITSAC 138.98 135.21 10.5 A 7
060830.0 060830 0 ENGERO 135.08 134.1 20.9 A 7
060849.0 060849 0 PRUNPH 138.71 123.83 23.5 A 7
060864.0 060864 0 MACHMU 121.02 141.53 17.5 A 7
060869.0 060869 0 HELIFO 121.42 142.91 9.9 A 7
060870.0 060870 0 MACHTH 121.27 144.44 12.7 A 7
060876.0 060876 0 DIOSMO 124.94 142.24 21.2 A 7
060882.0 060882 0 MELISQ 122.47 145.08 10.6 A 7
060887.0 060887 0 CYCLGI 124.41 146.05 25.6 A 7
060889.0 060889 0 MACHTH 126.78 148.15 21 A 7
060890.0 060890 0 PYRESH 127.95 147.45 24.1 A 7
060891.0 060891 0 SYMPTH 127.96 147.78 13.1 A 7
060894.0 060894 0 LIMLUR 128.94 149.2 50.1 A 7
060897.0 060897 0 MACHTH 129.86 146.81 11.5 A 7
060900.0 060900 0 MELISQ 125.87 140.38 14 A 7
060901.0 060901 0 MELISQ 127.96 140.64 17.5 A 7
060911.0 060911 0 GLOCAC 120.09 156.3 13.1 A 7
060918.0 060918 0 SYMPTH 123.13 159.98 11.7 A 7
060921.0 060921 0 LIMLUR 126.95 155.52 21.9 A 7
060924.0 060924 0 CASTCU 127.82 155.29 12.8 A 7
060927.0 060927 0 LITSAC 127.44 156.47 13.6 A 7
060929.0 060929 0 CASTCU 128.76 156.52 10.9 A 7
060930.0 060930 0 MACHTH 129.72 156.27 16.9 A 7
060932.0 060932 0 CINNSU 125.56 150.95 18.7 A 7
060933.0 060933 0 SCHEOC 128.12 150.57 15.2 A 7
060934.0 060934 0 PYRESH 127.52 151.64 21 A 7
060935.0 060935 0 MELISQ 128.29 154.33 14.9 A 7
060951.0 060951 0 MELISQ 132.42 153.43 19.9 A 7
060954.0 060954 0 CASTCU 132.59 154.06 11.7 A 7
060956.0 060956 0 DIOSMO 134.84 153.12 16 A 7
060961.0 060961 0 SYMPTH 131.03 156.66 9.6 A 7
060963.0 060963 0 CINNMI 133.33 156.03 16.8 A 7
060967.0 060967 0 LIMLUR 132.47 158.12 26.5 A 7
060969.0 060969 0 MYRSSE 134.21 157.42 15.1 A 7
060972.0 060972 0 PYRESH 134.67 159.3 16.6 A 7
060975.0 060975 0 CASTCU 135.04 157.67 18.5 A 7
060981.0 060981 0 CINNSU 135.16 158.25 29.4 A 7
060984.0 060984 0 PYRESH 136.56 158.94 11 A 7
060985.0 060985 0 CASTCU 136.88 158.83 32.1 A 7
060988.0 060988 0 PYRESH 138.44 156.57 13 A 7
060990.0 060990 0 SYMPGL 137.04 155.37 13.4 A 7
060992.0 060992 0 LITSAC 135.12 153.45 23.2 A 7
060993.0 060993 0 MACHTH 135.18 153.25 11 A 7
061001.0 061001 0 LITSAC 134.79 144.77 26.9 A 7
061003.0 061003 0 MACHMU 134.91 140.66 12.6 A 7
061006.0 061006 0 LITSAC 131.81 148.38 15.5 A 7
061014.0 061014 0 MACHTH 132.24 149.9 25.4 A 7
061018.0 061018 0 SYMPTH 133.5 149.11 9.7 A 7
061022.0 061022 0 LIMLUR 136 145.25 40 A 7
061029.0 061029 0 MACHTH 135.73 143.63 11.4 A 7
061031.0 061031 0 MELISQ 139.62 142.04 11.3 A 7
061034.0 061034 0 ELAEJA 120.49 164.26 9.9 A 7
061038.0 061038 0 CASTCU 122.93 163.72 11.7 A 7
061041.0 061041 0 MELISQ 122.95 162.62 12.6 A 7
061043.0 061043 0 CASTCU 123.35 162.27 14.6 A 7
061045.0 061045 0 MACHTH 123.35 161.5 23.9 A 7
061046.0 061046 0 SCHEOC 123.69 161.52 11.4 A 7
061047.0 061047 0 LIMLUR 124.37 161.46 20.9 A 7
061051.0 061051 0 CASTCU 124.45 163.86 14.2 A 7
061053.0 061053 0 CASTCU 120.93 166.53 29.4 A 7
061055.0 061055 0 MELISQ 120.66 166.26 14.6 A 7
061059.0 061059 0 CASTCU 121.09 169.74 32.8 A 7
061061.0 061061 0 MYRSSE 122.88 169.6 15 A 7
061065.0 061065 0 MYRSSE 124.79 167.84 12.7 A 7
061066.0 061066 0 CASTCU 123.59 166.98 13.1 A 7
061068.0 061068 0 MACHTH 125.03 165.1 26.8 A 7
061078.0 061078 0 MYRSSE 125.66 168.63 13.6 A 7
061093.0 061093 0 LITSAC 128.42 167.99 14.4 A 7
061094.0 061094 0 MELISQ 128.9 168.23 11.4 A 7
061103.0 061103 0 LITSAC 129.47 162.71 18.5 A 7
061107.0 061107 0 MACHTH 129.89 164.48 17.9 A 7
061108.0 061108 0 MACHTH 129.82 161.99 21.4 A 7
061115.0 061115 0 MACHTH 120.68 170.72 15.3 A 7
061117.0 061117 0 LITSAC 120.38 171.93 16.4 A 7
061126.0 061126 0 MELISQ 124.06 173.02 17.4 A 7
061129.0 061129 0 MACHTH 124.21 170.32 32.1 A 7
061132.0 061132 0 LIMLUR 122.96 171.22 41.3 A 7
061133.0 061133 0 LIMLUR 121.53 174.63 32.2 A 7
061139.0 061139 0 MACHTH 121.78 177.84 16.2 A 7
061145.0 061145 0 CINNSU 124.37 178.69 20.2 A 7
061154.0 061154 0 DIOSMO 126.14 176.23 10.1 A 7
061156.0 061156 0 DIOSMO 125.22 176.53 11.4 A 7
061158.0 061158 0 TRICDU 125.77 177.51 12.4 A 7
061170.0 061170 0 SCHEOC 128.54 179.74 17.4 A 7
061178.0 061178 0 LIMLUR 129.79 179.92 28.1 A 7
061179.0 061179 0 LITSAC 129.88 177.1 12 A 7
061186.0 061186 0 MACHTH 129.82 175.17 19.4 A 7
061189.0 061189 0 ELAEJA 126.5 172.06 12.3 A 7
061191.0 061191 0 DIOSMO 125.6 173.49 26 A 7
061194.0 061194 0 CASTCU 126.44 174.91 20 A 7
061196.0 061196 0 CLEYJA 127.75 173.35 11.5 A 7
061214.0 061214 0 MYRSSE 132.17 171.67 10.8 A 7
061218.0 061218 0 LIMLUR 130.14 174.93 32.9 A 7
061220.0 061220 0 MELISQ 132.95 173.76 16.1 A 7
061224.0 061224 0 MYRSSE 134.16 173.77 12.2 A 7
061228.0 061228 0 MYRSSE 134.28 172.54 14.9 A 7
061229.0 061229 0 MELISQ 134.35 171.25 13.9 A 7
061244.0 061244 0 ELAEJA 133.77 179.9 16.2 A 7
061250.0 061250 0 PYRESH 134.24 176.6 11 A 7
061258.0 061258 0 PASAHR 137.65 178.84 9.6 A 7
061259.0 061259 0 MELISQ 138.59 179.38 12.4 A 7
061264.0 061264 0 CLEYJA 139.14 177.68 23.1 A 7
061273.0 061273 0 MELISQ 136.56 170.76 23.1 A 7
061294.0 061294 0 MELISQ 131.23 160.89 9.8 A 7
061304.0 061304 0 SCHEOC 134.68 161.59 11.4 A 7
061306.0 061306 0 SCHEOC 133.55 161.29 9.6 A 7
